coin,block,etc,eth,etc_pct,eth_pct,date
ETC,240730001,214730948.20542732,580021287.8466887,99.99909978978812,85.08412783009868,2130-01-01
ETC,242840001,214731212.87955442,588819114.1282359,99.99922304716982,86.37469317942431,2131-01-01
ETC,244940001,214731476.29930177,597707740.6058652,99.99934572039334,87.67857813555115,2132-01-01
ETC,247050001,214731689.53159,606773836.9357536,99.99944502157487,89.00849639064819,2133-01-01
ETC,249150001,214731900.25487092,615933502.2107316,99.99954315432458,90.35214040418161,2134-01-01
ETC,251250001,214732085.906908,625231438.8857394,99.9996296115248,91.71606764131714,2135-01-01
ETC,253350001,214732254.51056668,634669734.2619898,99.99970812938275,93.10058429116704,2136-01-01
ETC,255460001,214732416.52787998,644296474.1510141,99.99978358001349,94.51274412817176,2137-01-01
ETC,257560001,214732551.39828995,654022569.2490895,99.99984638847076,95.93947851870516,2138-01-01
ETC,259670001,214732686.91093996,663942855.054181,99.99990949601592,97.39469901360296,2139-01-01
ETC,261770001,214732799.04602656,673965525.6833845,99.99996171674985,98.86493848046807,2140-01-01
