coin,total_supply,distributed_supply,total_supply_pct,distributed_supply_pct,date
IOTA,2779530283,2640553768.85,100.0,95.0,2022-08-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-08-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-08-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-09-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-09-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-09-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-09-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-10-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-10-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-10-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-10-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-10-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-11-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-11-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-11-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-11-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2023-05-01
